DocNo,DDate,CustID,Curncy,Creater,OrdAmt,CreateDate
88076,9/12/14,CELICA,USD,VITA,4800,9/12/14
3134,9/11/14,IRID,USD,SHERRY,7386,9/11/14
3135,9/11/14,IRID,USD,SHERRY,2946,9/11/14
60469,9/11/14,Ploberger,USD,JUDY,10104,9/11/14
71081,9/11/14,KAWIN,USD,ANGELA,2336.26,9/11/14
71082,9/11/14,SAFETYWARE,USD,ANGELA,4867.5,9/11/14
3133,9/10/14,PROS,USD,SHERRY,97697.5,9/10/14
88072,9/10/14,protex,USD,VITA,8150.4,9/10/14
88073,9/10/14,PELI,USD,VITA,12555,9/10/14
3130,9/9/14,VICSA,USD,SHERRY,10839.6,9/9/14
3131,9/9/14,OTTICA,USD,SHERRY,1341,9/9/14
3132,9/9/14,MOTIV,USD,SHERRY,1224,9/9/14
60468,9/9/14,OSH,USD,JUDY,16555,9/9/14
71079,9/9/14,PT,USD,ANGELA,21918,9/9/14
71080,9/9/14,EMIRATES,USD,ANGELA,38000,9/9/14
88047,9/9/14,CLUTE,USD,ADISON,25629,7/31/14
88070,9/9/14,INST,USD,VITA,3885,9/9/14
88071,9/9/14,BARZ,USD,VITA,615,9/9/14
3129,9/5/14,MAJOR,USD,SHERRY,50566.2,9/5/14
50128,9/5/14,OPTIQUE D,USD,ADISON,1876,9/5/14
60467,9/5/14,__,NTD,JUDY,25361.6,9/5/14
71078,9/5/14,SCHMERLER,USD,ANGELA,7168,9/5/14
88068,9/5/14,LOGA,USD,VITA,25977,9/5/14
88069,9/5/14,DECTRA,USD,VITA,3724.8,9/5/14
71077,9/4/14,PHILLIPS,USD,ANGELA,3119.5,9/4/14
3127,9/3/14,TRIMAX,NTD,SHERRY,251643,9/3/14
50111-1,9/3/14,OPTIQUE D,USD,ADISON,2500,9/3/14
50126,9/3/14,SOUVENIR,USD,ADISON,216638.7,9/3/14
50127,9/3/14,TOPI,USD,ADISON,5425.8,9/3/14
60466,9/3/14,YATO CHINA,USD,JUDY,6233.4,9/3/14
88067,9/3/14,GGSM,USD,SHERRY,17343.36,9/3/14
3126,9/2/14,MULT,USD,SHERRY,5600,9/2/14
60465,9/2/14,SELECT PPE,USD,JUDY,4680,9/2/14
71074,9/2/14,SCHMERLER,USD,ANGELA,36938,9/2/14
71075,9/2/14,PRODUSCA,USD,ANGELA,72281.66,9/2/14
71076,9/2/14,SAFETYWARE,USD,ANGELA,800,9/2/14
88065,9/2/14,MTLK,USD,SHERRY,111750,9/2/14
88066,9/2/14,OJSC,USD,SHERRY,31420,9/2/14
3125,9/1/14,IOS,USD,SHERRY,5040,9/1/14
71072,9/1/14,PRODUSCA,USD,ANGELA,97525.3,9/1/14
71073,9/1/14,PT,USD,ANGELA,3654,9/1/14
88064,9/1/14,PELI,USD,JUDY,6867,9/1/14
3124,8/29/14,PRO,USD,SHERRY,3130,8/29/14
71070,8/29/14,PHILLIPS,USD,ANGELA,525,8/29/14
71071,8/29/14,TESS,USD,ANGELA,71071,8/29/14
88063,8/28/14,ARIO,USD,VITA,14620.2,8/28/14
71069,8/27/14,__,NTD,ANGELA,563324.2,8/27/14
88062,8/27/14,DAYTONA,USD,SHERRY,3144,8/27/14
60464,8/26/14,BUL,USD,JUDY,29472.4,8/26/14
71066,8/26/14,MOLNAR,USD,ANGELA,1300,8/26/14
71067,8/26/14,SPEED,USD,ANGELA,9641.5,8/26/14
71068,8/26/14,ICON,USD,ANGELA,960,8/26/14
03111B,8/25/14,GLOBAL,USD,SHERRY,42906,8/25/14
3122,8/25/14,PASS,USD,SHERRY,4702.5,8/25/14
3123,8/25/14,VICSA-ME,USD,SHERRY,2083.8,8/25/14
88061,8/25/14,INST,USD,ANGELA,2610.96,8/25/14
3121,8/22/14,LIBE,USD,SHERRY,10108.8,8/22/14
71065,8/22/14,KAWIN,USD,ANGELA,56.12,8/22/14
88060,8/22/14,OZCO,USD,JUDY,42918,8/22/14
88059,8/21/14,TECHWARE,USD,SHERRY,29286,8/21/14
50124,8/20/14,OPTIQUE D,USD,ADISON,1756.4,8/20/14
60462,8/20/14,Wyler,USD,JUDY,33753.48,8/20/14
60463,8/20/14,SIMERX CHINA,USD,JUDY,77349,8/20/14
71064,8/20/14,DELFINA,USD,ANGELA,2540,8/20/14
50123,8/19/14,NIKKI,USD,ADISON,1202,8/19/14
60460,8/19/14,INVERSIONES,USD,JUDY,16765,8/19/14
60461,8/19/14,ERICA OPTICAL,USD,JUDY,3208,8/19/14
71063,8/19/14,IL SUK,USD,ANGELA,3500,8/19/14
71062,8/18/14,TIPTON,USD,ANGELA,6716,8/18/14
60459,8/15/14,JYRSA,USD,JUDY,23700,8/15/14
3120,8/14/14,PRO,USD,SHERRY,1313.75,8/14/14
60457,8/14/14,ACCENT,USD,JUDY,4102,8/14/14
60458,8/14/14,Integ,USD,JUDY,12270,8/14/14
88057,8/14/14,SEKYE,USD,SHERRY,18806,8/14/14
88058,8/14/14,TECHWARE,USD,SHERRY,3324,8/14/14
88056,8/12/14,PELI,USD,JUDY,25305,8/12/14
3119,8/11/14,LIBE,USD,SHERRY,58233.6,8/11/14
88055,8/11/14,MAPE,USD,SHERRY,5090,8/11/14
3118,8/8/14,OPTICAID,USD,SHERRY,9162.72,8/8/14
88053,8/8/14,KONG,USD,ANGELA,11553,8/8/14
88054,8/8/14,OJSC,USD,SHERRY,16026,8/8/14
3117,8/7/14,UVWR,USD,SHERRY,24552,8/7/14
3115,8/6/14,DEGI,USD,SHERRY,35385,8/6/14
3116,8/6/14,UVWR,USD,SHERRY,21348,8/6/14
50122,8/6/14,SOUVENIR,USD,ADISON,194976.7,8/6/14
88052,8/6/14,BARZ,USD,JUDY,9204.64,8/6/14
88051,8/5/14,TECHWARE,USD,SHERRY,1200,8/5/14
50120,8/4/14,SOLID,USD,ADISON,2352,8/4/14
50121,8/4/14,HAYNE,USD,ADISON,608,8/4/14
60456,8/4/14,INFRA,USD,JUDY,17487,8/4/14
03111A,8/1/14,GLOBAL,USD,SHERRY,42605.4,8/1/14
3114,8/1/14,IRID,USD,SHERRY,1275,8/1/14
50119,8/1/14,OPTIQUE D,USD,ADISON,1756.4,8/1/14
60455,8/1/14,Beaver,USD,JUDY,10500,8/1/14
71061,8/1/14,COYOTE,USD,ANGELA,1731,8/1/14
88050,8/1/14,PELI,USD,JUDY,22830,8/1/14
88050R,8/1/14,PELI,USD,SHERRY,10005,8/1/14
60454,7/31/14,Baleia,USD,JUDY,7030,7/31/14
88048,7/31/14,BALZER,USD,SHERRY,1530,7/31/14
88049,7/31/14,KONG,USD,ANGELA,1394.4,7/31/14
3113,7/30/14,OTTICA,USD,SHERRY,1890,7/30/14
71060,7/30/14,DNC,USD,ANGELA,90320.51,7/30/14
60453,7/29/14,TOYA,USD,JUDY,35544.71,7/29/14
HP14072902,7/29/14,HORMAN,NTD,JUDY,5250,7/29/14
3112,7/25/14,COME,USD,SHERRY,14080,7/25/14
71059,7/25/14,KAVA,USD,ANGELA,10133.44,7/25/14
88027-A,7/25/14,OFAR-1,USD,ANGELA,950.4,7/25/14
88027-B,7/25/14,OFAR-1,USD,ANGELA,12852,7/25/14
88045,7/25/14,VAC,USD,JUDY,8594.4,7/25/14
88046,7/25/14,KAZ,USD,JUDY,1799,7/25/14
50117,7/24/14,TOPI,USD,ADISON,2630,7/24/14
50118,7/24/14,ASTEROPTICA,USD,ADISON,4190,7/24/14
71056,7/24/14,PROT-CAP ,USD,ANGELA,82584,7/24/14
71057,7/24/14,PROT-CAP ,USD,ANGELA,87078,7/24/14
71058,7/24/14,SCHMERLER,USD,ANGELA,19580,7/24/14
88043,7/24/14,EYEREX,USD,JUDY,2010,7/24/14
88044,7/24/14,D&G,USD,ADISON,5300,7/24/14
3110,7/22/14,IRID,USD,SHERRY,847.9,7/22/14
50082-1,7/22/14,QURTOBA,USD,ADISON,1100,7/22/14
88042,7/22/14,TECHWARE,USD,SHERRY,300,7/22/14
3109,7/21/14,LIBE,USD,SHERRY,1620,7/21/14
71053,7/21/14,CONG ,USD,ANGELA,1368,7/21/14
71054,7/21/14,GUARDSMAN,USD,ANGELA,35805,7/21/14
71055,7/21/14,JDM,USD,ANGELA,830,7/21/14
88041,7/21/14,KONG,USD,ANGELA,312,7/21/14
50116,7/18/14,OPTOPLAST,USD,ADISON,3426,7/18/14
88040,7/18/14,CROM,USD,ANGELA,19760,7/18/14
CR-87990,7/18/14,LOCA,USD,SHERRY,546,7/18/14
3108,7/17/14,SIER,USD,SHERRY,12378,7/17/14
60452,7/17/14,INFRA,USD,JUDY,21080,7/17/14
88039,7/17/14,PELI,USD,JUDY,6279,7/17/14
3107,7/16/14,IDEAL,USD,SHERRY,4608,7/16/14
71052,7/16/14,KAWIN,USD,ANGELA,3389.68,7/16/14
60451,7/15/14,BUL,USD,JUDY,41652.2,7/15/14
88036,7/15/14,UNIQ,USD,ANGELA,9478,7/15/14
88037,7/15/14,TECHWARE,USD,SHERRY,12762,7/15/14
88038,7/15/14,ups,USD,JUDY,8544,7/15/14
3106,7/14/14,LIBE,USD,SHERRY,55545.12,7/14/14
71051,7/14/14,PROFIX,USD,ANGELA,30220,7/14/14
88034,7/14/14,KONG,USD,SHERRY,7850.4,7/14/14
88035,7/14/14,PALM,USD,SHERRY,5760,7/14/14
3104,7/11/14,ROC,USD,SHERRY,1727,7/11/14
3105,7/11/14,IDEAL,USD,SHERRY,15600,7/11/14
50115,7/11/14,SOUVENIR,USD,ADISON,2835,7/11/14
60449,7/11/14,INNOV,USD,JUDY,2885,7/11/14
60450,7/11/14,RED ROCK,USD,JUDY,3760,7/11/14
71050,7/11/14,SCHMERLER,USD,ANGELA,5220,7/11/14
88033,7/11/14,KONG,USD,VITA,3645,7/11/14
60448,7/10/14,PROT,USD,JUDY,2790,7/10/14
88032,7/10/14,KONG,USD,SHERRY,2080.6,7/10/14
60447,7/9/14,____,USD,JUDY,19632,7/9/14
88030,7/9/14,PELI,USD,VITA,6660,7/9/14
88031,7/9/14,ANDERCO,USD,VITA,8900,7/9/14
60446,7/8/14,ERICA OPTICAL,USD,JUDY,4400,7/8/14
50114,7/7/14,SOUVENIR,USD,ADISON,219283.3,7/7/14
3102,7/4/14,MAXC,USD,SHERRY,820,7/4/14
3103,7/4/14,PRO,USD,SHERRY,3875,7/4/14
50113,7/4/14,OPTIQUE D,USD,ADISON,1756.4,7/4/14
71049,7/4/14,IL SUK,USD,ANGELA,875,7/4/14
88029,7/4/14,TECHWARE,USD,VITA,13587,7/4/14
3101,7/3/14,MANN,USD,SHERRY,2907.96,7/3/14
71048,7/3/14,STRATEX,USD,ANGELA,7732,7/3/14
88027,7/3/14,OFAR,USD,VITA,7874.4,7/3/14
88028,7/3/14,SILV,USD,VITA,7248,7/3/14
71047,7/2/14,IL SUK,USD,ANGELA,804,7/2/14
3100,7/1/14,ROYA,USD,SHERRY,605,7/1/14
60444,7/1/14,OTIA,USD,JUDY,8042,7/1/14
60445,7/1/14,ALPHA,USD,JUDY,2340,7/1/14
71046,7/1/14,QSN,USD,ANGELA,3829.5,7/1/14
9691,7/1/14,YUANLUNG,NTD,JUDY,35700,7/1/14
50112,6/30/14,DEDRA,USD,ANGELA,8510,6/30/14
60443,6/30/14,USHAFIRE,USD,JUDY,7960,6/30/14
88025,6/30/14,LOGA,USD,SHERRY,21467.16,6/30/14
88026,6/30/14,BANGKOK,USD,SHERRY,2925,6/30/14
3097,6/27/14,ANDES,USD,SHERRY,86688,6/27/14
3098,6/27/14,MAILSHOP,USD,SHERRY,21537.2,6/27/14
3099,6/27/14,KLEA,USD,SHERRY,1358,6/27/14
60442,6/27/14,YATO CHINA,USD,JUDY,4866,6/27/14
71043,6/27/14,SAFETYWARE,USD,ANGELA,8977,6/27/14
71044,6/27/14,ICIS,USD,ANGELA,18120,6/27/14
71045,6/27/14,PHILLIPS,USD,ANGELA,465,6/27/14
88022,6/27/14,MTLK,USD,VITA,111000,6/27/14
88023,6/27/14,GGSM,USD,VITA,19630.08,6/27/14
88024,6/27/14,OJSC,USD,VITA,34020,6/27/14
3096,6/26/14,DEGI,USD,SHERRY,35940,6/26/14
88021,6/26/14,PELI,USD,VITA,72018,6/26/14
3095,6/25/14,NOIR,USD,SHERRY,8430,6/25/14
62514,6/25/14,OJSC,USD,VITA,3654,6/25/14
71042,6/25/14,SCHMERLER,USD,ANGELA,3180,6/25/14
88019,6/25/14,STEREO,USD,VITA,14155,6/25/14
88020,6/25/14,KONG,USD,VITA,6462,6/25/14
50111,6/24/14,OPTIQUE D,USD,ADISON,985,6/24/14
88018,6/24/14,BINTEC,USD,VITA,1035,6/24/14
50110,6/23/14,OPTIQUE D,USD,ADISON,4189,6/23/14
88017,6/23/14,D&G,USD,VITA,1080,6/23/14
3094,6/20/14,OPTICAID,USD,SHERRY,19307.16,6/20/14
88016,6/20/14,CLUTCH,USD,VITA,2620,6/20/14
60441,6/19/14,SPECTRONICS,USD,JUDY,17100,6/19/14
88015,6/19/14,KONG,USD,VITA,2599,6/19/14
3093,6/18/14,OTTICA,USD,SHERRY,1770,6/18/14
50109,6/18/14,OPTIQUE D,USD,ADISON,1756.4,6/18/14
71040,6/17/14,SINHAN,USD,ANGELA,6505,6/17/14
71041,6/17/14,CHIN LAI,USD,ANGELA,7107,6/17/14
3092,6/16/14,IOS,USD,SHERRY,5364,6/16/14
60440,6/16/14,TOP PORTECTION,USD,JUDY,45768,6/16/14
88013,6/16/14,DG,USD,VITA,11302.4,6/16/14
88014,6/16/14,BALZER,USD,VITA,18001.56,6/16/14
50108,6/14/14,OPTIQUE D,USD,ADISON,1756.4,6/14/14
3086,6/13/14,LIBE,USD,SHERRY,62231.04,6/3/14
3091,6/13/14,PRO,USD,SHERRY,2583.75,6/13/14
88012,6/13/14,KONG,USD,VITA,5044,6/13/14
71038,6/12/14,TESS-2,USD,ANGELA,52030,6/12/14
71039,6/12/14,IL SUK,USD,ANGELA,2000,6/12/14
88011,6/12/14,KONG,USD,VITA,3609,6/12/14
3090,6/11/14,IRID,USD,SHERRY,1965,6/11/14
60439,6/11/14,INFRA,USD,JUDY,34670,6/11/14
71037,6/11/14,JDM,USD,SHERRY,1696,6/11/14
88010,6/11/14,PELI,USD,VITA,8229,6/11/14
60436,6/10/14,INNOV,USD,JUDY,1815,6/10/14
60437,6/10/14,SIMERX CHINA,USD,JUDY,3221,6/10/14
60438,6/10/14,NSP,USD,JUDY,1734,6/10/14
71035,6/10/14,DJS,USD,ANGELA,1510,6/10/14
71036,6/10/14,PROFIX,USD,ANGELA,15340,6/10/14
88009,6/10/14,CELICA,USD,VITA,1866,6/10/14
60435,6/9/14,VIS,USD,JUDY,1156.8,6/9/14
71034,6/9/14,ICON,USD,ANGELA,960,6/9/14
88008,6/9/14,D&G,USD,VITA,2510,6/9/14
50107,6/6/14,DEDRA,USD,ADISON,7580,6/6/14
71033,6/6/14,UD,USD,ANGELA,1810,6/6/14
3089,6/5/14,GROB,USD,SHERRY,1800,6/5/14
50106,6/5/14,MTS,USD,ADISON,13962,6/5/14
60434,6/5/14,REGINA,USD,JUDY,4824,6/5/14
60433,6/4/14,MOUCHES,USD,JUDY,510,6/4/14
88007,6/4/14,TECHWARE,USD,VITA,4251,6/4/14
3087,6/3/14,VICSA-ME,USD,SHERRY,4242.6,6/3/14
3088,6/3/14,IRID,USD,SHERRY,3958.5,6/3/14
60430A,6/3/14,SIMERX CHINA,USD,JUDY,31290,6/3/14
60430B,6/3/14,SIMERX CHINA,USD,JUDY,79449,6/3/14
71032,6/3/14,PSE,USD,ANGELA,8975,6/3/14
88004,6/3/14,CLUTE,USD,VITA,70884,6/3/14
88005,6/3/14,KM,USD,VITA,4060,6/3/14
88006,6/3/14,PARKER,USD,VITA,26068,6/3/14
60432,5/30/14,OPTILEKS,USD,JUDY,89.1,5/30/14
70972-1,5/30/14,EFOCUS,USD,ANGELA,7841.25,5/30/14
3084,5/29/14,OPTICAID,USD,SHERRY,1663.44,5/29/14
3085,5/29/14,ROC,USD,SHERRY,3195,5/29/14
71031,5/29/14,BOURFU,NTD,ANGELA,42210,5/29/14
87986,5/29/14,TECHWARE,USD,VITA,32952,5/7/14
88003,5/29/14,VISION,USD,VITA,1050,5/29/14
3083,5/28/14,TOPG,USD,SHERRY,1464,5/28/14
50105,5/28/14,SOUVENIR,USD,ADISON,193176,5/28/14
71030,5/28/14,GASPART,USD,ANGELA,2406,5/28/14
87985,5/28/14,KONG,USD,VITA,3102,5/6/14
88001,5/28/14,GROLLS,USD,VITA,28089.6,5/28/14
88002,5/28/14,KONG,USD,VITA,29871.6,5/28/14
3081,5/27/14,3F,USD,SHERRY,4368,5/27/14
71029,5/27/14,SAFETYWARE,USD,ANGELA,11941,5/27/14
3082,5/26/14,MAJOR,USD,SHERRY,104036.88,5/26/14
50104,5/26/14,DEDRA,USD,ADISON,4690,5/26/14
71028,5/26/14,SCHMERLER,USD,ANGELA,37384.8,5/26/14
87897A,5/26/14,TOTS,USD,VITA,8822,5/26/14
88000,5/23/14,PELI,USD,VITA,5481,5/23/14
87998,5/22/14,OPTOS,USD,VITA,2745,5/22/14
87999,5/22/14,TECHWARE,USD,VITA,68535,5/22/14
60431,5/21/14,SPECTRONICS,USD,JUDY,2200,5/21/14
87997,5/21/14,BINTEC,USD,VITA,17676,5/21/14
50103,5/20/14,OPTIQUE D,USD,ADISON,1756.4,5/20/14
71026,5/20/14,MERCAVISION,USD,ANGELA,3504,5/20/14
87994,5/20/14,ups,USD,VITA,5685,5/20/14
87995,5/20/14,OJSC,USD,VITA,14300,5/20/14
87996,5/20/14,MTLK,USD,VITA,94600,5/20/14
3080,5/19/14,KROS,USD,SHERRY,10620,5/19/14
71025,5/19/14,LSH,USD,ANGELA,1280,5/19/14
87992,5/16/14,BANGKOK,USD,VITA,4740,5/16/14
87993,5/16/14,OJSC,USD,VITA,2650,5/16/14
3079,5/15/14,LIBE,USD,SHERRY,13392,5/15/14
60429,5/15/14,HORIZONE,USD,JUDY,16938.52,5/15/14
71022,5/15/14,SUNWISE,USD,ANGELA,7344,5/15/14
71023,5/15/14,Hoe Seng,USD,ANGELA,2245,5/15/14
71024,5/15/14,BAN,USD,ANGELA,2808.03,5/15/14
87991,5/15/14,TECHWARE,USD,VITA,740,5/15/14
3078,5/14/14,RODE,USD,SHERRY,455,5/14/14
60428,5/14/14,VALLIANS-1,USD,JUDY,155,5/14/14
71020,5/14/14,LAATUHANSKA,USD,ANGELA,5103,5/14/14
71021,5/14/14,PROFIX,USD,ANGELA,8620,5/14/14
60427,5/13/14,ERICA OPTICAL,USD,JUDY,2197,5/13/14
71019,5/13/14,BIGCOMPRA,USD,ANGELA,93595.5,5/13/14
87990,5/13/14,LOCA,USD,VITA,15296.5,5/13/14
50102,5/12/14,OPTIQUE D,USD,ADISON,2870,5/12/14
71017,5/12/14,CHIN LAI,USD,ANGELA,15285,5/12/14
71018,5/12/14,PRODUSCA,USD,ANGELA,98808.27,5/12/14
87989,5/12/14,PORTWEST,USD,VITA,13374,5/12/14
3076,5/8/14,OTTICA,USD,SHERRY,1368,5/8/14
3077,5/8/14,IRID,USD,SHERRY,1025,5/8/14
87987,5/8/14,PELI,USD,VITA,1041,5/8/14
87988,5/8/14,PELI,USD,VITA,285,5/8/14
50101,5/7/14,SOUVENIR,USD,ADISON,217770.4,5/7/14
60425,5/7/14,ARAM,USD,JUDY,4059,5/7/14
60426,5/7/14,SIMERX CHINA,USD,JUDY,38928,5/7/14
60424,5/6/14,REGAL,USD,JUDY,3514,5/6/14
71016,5/6/14,COYOTE,USD,ANGELA,2890,5/6/14
87984,5/6/14,FML,USD,VITA,1120,5/6/14
3074,5/5/14,LIBE,USD,SHERRY,84926.88,5/5/14
3075,5/5/14,FARK,USD,SHERRY,10116,5/5/14
60422,5/5/14,YATO CHINA,USD,JUDY,7847.06,5/5/14
60423,5/5/14,INNOV,USD,JUDY,3520,5/5/14
71015,5/5/14,MAPLES,USD,ANGELA,6722.1,5/5/14
87983,5/5/14,D&G,USD,VITA,594,5/5/14
50099,5/2/14,BG,USD,ADISON,2123,5/2/14
50100,5/2/14,TOPI,USD,ADISON,2034,5/2/14
87982,5/2/14,VAC,USD,VITA,7000.5,5/2/14
71014,4/30/14,MODERN,USD,ANGELA,31840,4/30/14
87980,4/30/14,GGSM,USD,VITA,2056.32,4/30/14
87981,4/30/14,KAZ,USD,VITA,580,4/30/14
60421,4/29/14,TOYA,USD,JUDY,34425.18,4/29/14
3073,4/28/14,GATEOPTICAL,USD,SHERRY,15225,4/28/14
60420,4/28/14,BUL,USD,JUDY,47803.63,4/28/14
71012,4/28/14,IL SUK,USD,ANGELA,740,4/28/14
71013,4/28/14,IL SUK,USD,ANGELA,3995,4/28/14
87978,4/28/14,STRA,USD,VITA,10124,4/28/14
87979,4/28/14,D&G,USD,VITA,1060,4/28/14
71010,4/25/14,CONG ,USD,ANGELA,16455,4/25/14
71011,4/25/14,PEGASO,USD,ANGELA,7770,4/25/14
87974,4/25/14,PELI,USD,VITA,10209,4/25/14
87975,4/25/14,TRAVERS,USD,VITA,1747.2,4/25/14
87976,4/25/14,TRAVERS,USD,VITA,3363.48,4/25/14
87977,4/25/14,KONG,USD,VITA,2085,4/25/14
71009,4/24/14,PEE,USD,ANGELA,2620,4/24/14
50098,4/23/14,Suo,USD,ADISON,1499,4/23/14
60419,4/23/14,PHU,USD,JUDY,8196,4/23/14
71008,4/23/14,IMAGEM,USD,ANGELA,5607.7,4/23/14
87972,4/23/14,BALZER,USD,VITA,8332.5,4/23/14
87973,4/23/14,KONG,USD,VITA,3300,4/23/14
50097,4/22/14,COSESAE,USD,ADISON,3390,4/22/14
87971,4/22/14,PELI,USD,VITA,5502,4/22/14
3072,4/21/14,WIZA,USD,SHERRY,3069.6,4/21/14
50096,4/21/14,OPTIQUE D,USD,ADISON,3451,4/21/14
3071,4/18/14,DEGI,USD,SHERRY,8628,4/18/14
71007,4/18/14,IL SUK,USD,ANGELA,2444,4/18/14
3070,4/17/14,TRIMAX,NTD,SHERRY,551369,4/17/14
71006,4/17/14,PT,USD,ANGELA,3805.5,4/17/14
87968,4/17/14,DECTRA,USD,VITA,12950,4/17/14
87969,4/17/14,DECTRA,USD,VITA,3676.8,4/17/14
87970,4/17/14,DECTRA,USD,VITA,6223.2,4/17/14
3068,4/16/14,__,NTD,SHERRY,1000,4/16/14
3069,4/16/14,OPTICAID,USD,SHERRY,5246.64,4/16/14
60418,4/16/14,JYRSA,USD,JUDY,4000,4/16/14
71004,4/16/14,MB,USD,SHERRY,256,4/16/14
71005,4/16/14,BOURFU,NTD,SHERRY,71706,4/16/14
87967,4/16/14,KONG,USD,VITA,10212,4/16/14
3066,4/15/14,IRID,USD,SHERRY,2516,4/15/14
3067,4/15/14,OTTICA,USD,SHERRY,2021.2,4/15/14
87966,4/15/14,SEKYE,USD,VITA,17966,4/15/14
71002,4/14/14,HELLY,USD,ANGELA,4844.4,4/14/14
71003,4/14/14,DASA,USD,ANGELA,904,4/14/14
3064,4/11/14,VICSA-AR,USD,SHERRY,13206,4/11/14
3065,4/11/14,VICSA-AR,USD,SHERRY,13206,4/11/14
50095,4/11/14,DEDRA,USD,ADISON,9880,4/11/14
71001,4/11/14,SCHMERLER,USD,ANGELA,49670,4/11/14
87965,4/11/14,PELI,USD,VITA,2646,4/11/14
70999,4/10/14,PROFIX,USD,ANGELA,9700,4/10/14
71000,4/10/14,IL SUK,USD,ANGELA,1490,4/10/14
3063,4/9/14,TOPG,USD,SHERRY,1632,4/9/14
87963,4/9/14,NAGY,USD,VITA,5227.23,4/9/14
87964,4/9/14,KONG,USD,VITA,4008,4/9/14
3062,4/8/14,OTTICA,USD,SHERRY,2360,4/8/14
70998,4/8/14,IL SUK,USD,ANGELA,1322,4/8/14
87961,4/8/14,OTELO,USD,VITA,3084,4/8/14
87962,4/8/14,CELICA,USD,VITA,4698,4/8/14
3058,4/7/14,NOIR,USD,SHERRY,3020,4/7/14
3059,4/7/14,ORIWA,USD,SHERRY,2181,4/7/14
3060,4/7/14,IRID,USD,SHERRY,510,4/7/14
70997,4/7/14,STYLE,USD,ANGELA,1242.5,4/7/14
87960,4/7/14,CLUTE,USD,VITA,39417,4/7/14
50094,4/4/14,SOUVENIR,USD,ADISON,204315.6,4/4/14
3057,4/3/14,IRID,USD,SHERRY,834,4/3/14
70996,4/3/14,PHILLIPS,USD,ANGELA,8566.5,4/3/14
3055,4/2/14,IRID,USD,SHERRY,1480,4/2/14
3056,4/2/14,VICSA-SHAI,USD,SHERRY,614.4,4/2/14
87959,4/2/14,GGSM,USD,VITA,2056.32,4/2/14
70995,4/1/14,PROFIX,USD,ANGELA,24045,4/1/14
87957,4/1/14,BFH,USD,VITA,2188,4/1/14
87958,4/1/14,GGSM,USD,VITA,28207.2,4/1/14
3054,3/31/14,LIBE,USD,SHERRY,3369.6,3/31/14
87956,3/31/14,KONG,USD,VITA,8364,3/31/14
3052,3/28/14,VICSA-AR,USD,SHERRY,14563.2,3/28/14
3053,3/28/14,VICSA-ME,USD,SHERRY,1045.2,3/28/14
87955,3/28/14,ANDERCO,USD,VITA,34805,3/28/14
3050,3/27/14,LIBE,USD,SHERRY,56802.24,3/27/14
3051,3/27/14,VICSA-AR,USD,SHERRY,14563.2,3/27/14
87954,3/27/14,KONG,USD,VITA,5706,3/27/14
3043,3/26/14,MCCOR,USD,SHERRY,15984,3/26/14
3048,3/26/14,DEGI,USD,SHERRY,11091,3/26/14
3049,3/26/14,__,NTD,SHERRY,27850,3/26/14
70994,3/26/14,EFOCUS,USD,ANGELA,6291,3/26/14
50093,3/25/14,CLEX,USD,ADISON,50,3/25/14
60417,3/25/14,ARTYKUTY,USD,JUDY,5304.6,3/25/14
3045,3/24/14,RISLI,USD,SHERRY,2256,3/24/14
3046,3/24/14,IRID,USD,SHERRY,5715,3/24/14
3047,3/24/14,ROYA,USD,SHERRY,18414,3/24/14
50092,3/24/14,WOLFPEAK,USD,ADISON,771.84,3/24/14
70992,3/24/14,ALCOM,EUR,ANGELA,503,3/24/14
70993,3/24/14,TIPTON,USD,ANGELA,4543,3/24/14
87953,3/24/14,DG,USD,VITA,3466,3/24/14
3042,3/21/14,PRO,USD,SHERRY,2275,3/21/14
3044,3/21/14,IRID,USD,SHERRY,2327,3/21/14
70991,3/21/14,CONG ,USD,ANGELA,9024,3/21/14
87951,3/21/14,D&G,USD,VITA,1060,3/21/14
87952,3/21/14,D&G,USD,VITA,4538,3/21/14
60416,3/20/14,South,USD,JUDY,20498,3/20/14
87948,3/20/14,BARZ,USD,VITA,808,3/20/14
87949,3/20/14,D&G,USD,VITA,10600,3/20/14
87950,3/20/14,MTLK,USD,VITA,55250,3/20/14
87947,3/19/14,GROLLS,USD,VITA,831.6,3/19/14
70988,3/18/14,JDM,USD,ANGELA,7000,3/18/14
70989,3/18/14,GASPART,USD,ANGELA,2640.8,3/18/14
70990,3/18/14,HBI,USD,ANGELA,12651,3/18/14
87946,3/18/14,TECHWARE,USD,VITA,624,3/18/14
3041,3/17/14,UVWR,USD,SHERRY,11844,3/17/14
60415,3/17/14,Tools,USD,JUDY,2802,3/17/14
70986,3/17/14,PHILLIPS,USD,ANGELA,955,3/17/14
70987,3/17/14,produsca-2,USD,ANGELA,54493.45,3/17/14
50091,3/14/14,OPTIQUE D,USD,ANGELA,3245,3/14/14
70985,3/14/14,PHILLIPS,USD,ANGELA,1451,3/14/14
87945,3/14/14,magni,USD,VITA,8200,3/14/14
3039,3/13/14,SIER,USD,SHERRY,12378,3/13/14
3040,3/13/14,URSU,USD,SHERRY,2100,3/13/14
50090,3/13/14,SOUVENIR,USD,ADISON,123675.9,3/13/14
60414,3/13/14,Estecs,USD,JUDY,5645.25,3/13/14
